Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
Single,Online,1,Environmental Science,Daytime,PhD,,Master's degree,PhD,Environmentalist,Geologist,No,No,Yes,No,22,No,,,,,,,,,,,,,5%,2.2%,2.7%,1,0,0
Married,In-person,2,Anthropology,Evening,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,4.5%,2.2%,$23,1,0,0
Married,In-person,2,Education,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Artist,Lawyer,No,No,Yes,No,24,No,,,,,,,,,,,,,5%,2.5%,$24,1,0,0
Divorced,Hybrid,3,Economics,Evening,High school diploma,,Bachelor's degree,Master's degree,Accountant,Professor,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,6%,3%,$26,1,0,0
Single,Online,1,Medicine,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,23,No,,,,,,,,,,,,,4%,2%,$27,1,0,0
Married,In-person,2,Engineering,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,5%,2.5%,$28,1,0,0
Divorced,Hybrid,3,Sociology,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Artist,Lawyer,No,No,Yes,No,21,No,,,,,,,,,,,,,6%,3%,$29,1,0,0
Single,Online,1,Law,Evening,PhD,,Master's degree,PhD,Lawyer,Professor,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,4%,2%,$30,1,0,0
Married,In-person,2,History,Daytime,High school diploma,,Bachelor's degree,Master's degree,Accountant,Professor,No,No,Yes,No,26,No,,,,,,,,,,,,,5%,2.5%,$31,1,0,0
Divorced,Hybrid,3,Environmental Science,Evening,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,6%,3%,$32,1,0,0
Single,Online,1,Mathematics,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,27,No,,,,,,,,,,,,,4%,2%,$33,1,0,0
Married,In-person,2,Sociology,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,None,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Dyslexia,No,Yes,25,Yes,,,,,,,,,,,,,3%,1%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,ADHD,Yes,No,30,No,,,,,,,,,,,,,4%,2%,$22,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Lawyer,Engineer,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,7%,2.8%,$28,1,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Chef,Architect,No,No,Yes,No,26,No,,,,,,,,,,,,,5%,2.5%,$24,1,0,0
Divorced,Hybrid,3,Education,Evening,High school diploma,,Associate's degree,High school diploma,Social worker,Firefighter,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,6%,2.2%,$21,1,0,0
Single,Online,1,Marketing,Daytime,PhD,,Bachelor's degree,Master's degree,Scientist,Professor,No,No,Yes,No,21,No,,,,,,,,,,,,,4%,2.3%,$23,1,0,0
Married,In-person,2,Sociology,Evening,Associate's degree,,High school diploma,Bachelor's degree,Artist,Musician,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,5%,2.7%,$26,1,0,0
Divorced,Hybrid,3,History,Daytime,High school diploma,,Bachelor's degree,High school diploma,Librarian,Writer,No,No,Yes,No,24,No,,,,,,,,,,,,,6%,2.4%,$22,1,0,0
Single,Online,1,Engineering,Evening,Bachelor's degree,,Master's degree,PhD,CEO,Lawyer,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,7%,2.9%,$30,1,0,0
Married,In-person,2,Linguistics,Daytime,High school diploma,,PhD,Bachelor's degree,Psychologist,Consultant,No,No,Yes,No,28,No,,,,,,,,,,,,,5%,2.6%,$25,1,0,0
Divorced,Hybrid,3,Environmental Science,Evening,Associate's degree,,High school diploma,High school diploma,Veterinarian,Pilot,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,6%,2.3%,$23,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,4.5%,2.2%,$23,1,0,0
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Lawyer,Professor,No,No,Yes,No,30,No,,,,,,,,,,,,,3.5%,2.8%,$24,1,0,0
Divorced,Hybrid,3,Education,Evening,Bachelor's degree,,High school diploma,High school diploma,Artist,Musician,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,5.5%,2.3%,$21,1,0,0
Single,Online,1,Sociology,Daytime,High school diploma,,Associate's degree,Bachelor's degree,Chef,Pilot,No,No,Yes,No,23,No,,,,,,,,,,,,,4%,2%,$20,1,0,0
Married,In-person,2,History,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,3.5%,2.5%,$22,1,0,0
Divorced,Hybrid,3,Linguistics,Daytime,Bachelor's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,24,No,,,,,,,,,,,,,6%,2%,$20,1,0,0
Single,Online,1,Mathematics,Evening,PhD,,Bachelor's degree,Master's degree,Lawyer,Professor,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,4.5%,2.2%,$23,1,0,0
Married,In-person,2,Physics,Daytime,Associate's degree,,Master's degree,PhD,Artist,Musician,No,No,Yes,No,31,No,,,,,,,,,,,,,3%,2.8%,$24,1,0,0
Divorced,Hybrid,3,Chemistry,Evening,High school diploma,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,5.5%,2.3%,$21,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,7%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,8%,3.5%,$28,1,0,0
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Bachelor's degree,Lawyer,Businessman,No,No,Yes,No,28,No,,,,,,,,,,,,,6%,2.8%,$24,1,0,0
Divorced,Hybrid,3,Education,Evening,High School diploma,,Associate's degree,Associate's degree,Artist,Musician,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,7%,3%,$26,1,0,0
Single,Online,1,Medicine,Daytime,Bachelor's degree,,Master's degree,PhD,Doctor,Professor,No,No,Yes,No,24,No,,,,,,,,,,,,,5%,2.2%,$30,1,0,0
Married,In-person,2,Law,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Architect,Engineer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,8%,3.2%,$32,1,0,0
Divorced,Hybrid,3,Sociology,Daytime,Associate's degree,,High School diploma,High School diploma,Social worker,Firefighter,No,No,Yes,No,29,No,,,,,,,,,,,,,6%,2.7%,$27,1,0,0
Single,Online,1,Engineering,Evening,Master's degree,,PhD,Master's degree,Researcher,Scientist,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,7%,3%,$29,1,0,0
Married,In-person,2,Environmental Science,Daytime,Bachelor's degree,,Master's degree,PhD,Biologist,Chemist,No,No,Yes,No,23,No,,,,,,,,,,,,,5%,2.5%,$31,1,0,0
Divorced,Hybrid,3,History,Evening,High School diploma,,Associate's degree,Associate's degree,Librarian,Writer,Yes,Yes,No,Yes,31,Yes,,,,,,,,,,,,,8%,3.2%,$33,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,None,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Dyslexia,No,Yes,25,Yes,,,,,,,,,,,,,7%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,ADHD,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,None,Yes,Yes,24,Yes,,,,,,,,,,,,,8%,3%,$30,1,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,Lawyer,No,Dyslexia,No,No,26,No,,,,,,,,,,,,,7%,2.5%,$28,1,0,0
Divorced,Hybrid,3,Sociology,Evening,High School diploma,,Bachelor's degree,Associate's degree,Artist,Carpenter,Yes,ADHD,Yes,Yes,23,Yes,,,,,,,,,,,,,6%,2%,$24,1,0,0
Single,Online,1,Education,Daytime,PhD,,Master's degree,PhD,Professor,Researcher,No,None,Yes,No,21,No,,,,,,,,,,,,,5%,1.5%,$18,1,0,0
Married,In-person,2,Medicine,Evening,Bachelor's degree,,High School diploma,Master's degree,Nurse,Engineer,Yes,Dyslexia,No,Yes,27,Yes,,,,,,,,,,,,,8%,3%,$32,1,0,0
Divorced,Hybrid,3,Environmental Science,Daytime,Associate's degree,,Bachelor's degree,High School diploma,Biologist,Firefighter,No,ADHD,Yes,No,24,No,,,,,,,,,,,,,7%,2%,$26,1,0,0
Single,Online,1,Law,Evening,Master's degree,,PhD,Bachelor's degree,Lawyer,Accountant,Yes,None,Yes,Yes,23,Yes,,,,,,,,,,,,,6%,2.5%,$29,1,0,0
Married,In-person,2,History,Daytime,Bachelor's degree,,High School diploma,Master's degree,Librarian,Professor,No,Dyslexia,No,No,28,No,,,,,,,,,,,,,5%,2%,$27,1,0,0
Divorced,Hybrid,3,Engineering,Evening,High School diploma,,Bachelor's degree,Associate's degree,Engineer,Carpenter,Yes,ADHD,Yes,Yes,25,Yes,,,,,,,,,,,,,8%,3%,$31,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,3%,4%,$30,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,2%,5%,$35,1,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Chef,Lawyer,No,No,Yes,No,28,No,,,,,,,,,,,,,1%,6%,$40,1,0,0
Divorced,Hybrid,3,Marketing,Evening,High school diploma,,Bachelor's degree,Associate's degree,Artist,Carpenter,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,4%,3%,$45,1,0,0
Single,Online,1,Education,Daytime,PhD,,Master's degree,PhD,Professor,Researcher,No,No,Yes,No,24,No,,,,,,,,,,,,,3%,4%,$50,1,0,0
Married,In-person,2,Sociology,Evening,Associate's degree,,High school diploma,Bachelor's degree,Librarian,Pilot,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,2%,5%,$55,1,0,0
Divorced,Hybrid,3,History,Daytime,Bachelor's degree,,High school diploma,Master's degree,Social worker,Firefighter,No,No,Yes,No,29,No,,,,,,,,,,,,,1%,6%,$60,1,0,0
Single,Online,1,Linguistics,Evening,High school diploma,,Bachelor's degree,Associate's degree,Writer,Musician,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,4%,3%,$65,1,0,0
Married,In-person,2,Anthropology,Daytime,Master's degree,,PhD,Bachelor's degree,Psychologist,Architect,No,No,Yes,No,27,No,,,,,,,,,,,,,3%,4%,$70,1,0,0
Divorced,Hybrid,3,Environmental Science,Evening,Associate's degree,,High school diploma,Master's degree,Veterinarian,Biologist,Yes,Yes,No,Yes,31,Yes,,,,,,,,,,,,,2%,5%,$75,1,0,0
Single,Online,1,Public Health,Daytime,PhD,,Master's degree,PhD,Nutritionist,Dentist,No,No,Yes,No,26,No,,,,,,,,,,,,,1%,6%,$80,1,0,0
Married,In-person,2,Political Science,Evening,Bachelor's degree,,High school diploma,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,2.5%,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,3%,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,6%,2.5%,2.7%,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Lawyer,Engineer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,4.5%,2.2%,2.8%,1,0,0
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Bachelor's degree,Professor,Scientist,No,No,Yes,No,28,No,,,,,,,,,,,,,3.5%,2.8%,3.2%,1,0,0
Divorced,Hybrid,3,Marketing,Evening,Bachelor's degree,,High School diploma,High School diploma,Chef,Carpenter,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,5.5%,2.3%,2.9%,1,0,0
Single,Online,1,Education,Daytime,High School diploma,,Associate's degree,Bachelor's degree,Librarian,Architect,No,No,Yes,No,24,No,,,,,,,,,,,,,6.5%,2.5%,3.1%,1,0,0
Married,In-person,2,Sociology,Evening,Bachelor's degree,,Master's degree,PhD,Psychologist,Lawyer,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,3%,3%,3.5%,1,0,0
Divorced,Hybrid,3,History,Daytime,Associate's degree,,High School diploma,High School diploma,Artist,Musician,No,No,Yes,No,31,No,,,,,,,,,,,,,7%,2.7%,3%,1,0,0
Single,Online,1,Engineering,Evening,PhD,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,5.5%,2.3%,2.9%,1,0,0
Married,In-person,2,Political Science,Daytime,Bachelor's degree,,Bachelor's degree,Bachelor's degree,Journalist,Writer,No,No,Yes,No,27,No,,,,,,,,,,,,,4%,3%,3.5%,1,0,0
Divorced,Hybrid,3,Linguistics,Evening,Master's degree,,High School diploma,High School diploma,Translator,Interpreter,Yes,Yes,No,Yes,33,Yes,,,,,,,,,,,,,3.5%,2.8%,3.2%,1,0,0
Single,Online,1,Environmental Science,Daytime,High School diploma,,Associate's degree,Bachelor's degree,Biologist,Environmentalist,No,No,Yes,No,25,No,,,,,,,,,,,,,6%,2.5%,3.1%,1,0,0
Married,In-person,2,Mathematics,Evening,PhD,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Lawyer,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,4%,2%,$20,1,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,Architect,No,No,Yes,No,24,No,,,,,,,,,,,,,5%,3%,$25,1,0,0
Divorced,Hybrid,3,Sociology,Evening,High School diploma,,Bachelor's degree,Master's degree,Psychologist,Professor,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Marketing,Daytime,Associate's degree,,High School diploma,High School diploma,Secretary,Technician,No,No,Yes,No,23,No,,,,,,,,,,,,,4%,2%,$20,1,0,0
Married,In-person,2,History,Evening,Master's degree,,PhD,Master's degree,Artist,Musician,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,5%,3%,$25,1,0,0
Divorced,Hybrid,3,Linguistics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Librarian,Writer,No,No,Yes,No,21,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Biology,Evening,PhD,,Master's degree,PhD,Scientist,Researcher,Yes,Yes,No,Yes,30,Yes,,,,,,,,,,,,,4%,2%,$20,1,0,0
Married,In-person,2,Chemistry,Daytime,High School diploma,,Bachelor's degree,Bachelor's degree,Dentist,Pharmacist,No,No,Yes,No,29,No,,,,,,,,,,,,,5%,3%,$25,1,0,0
Divorced,Hybrid,3,Physics,Evening,Associate's degree,,High School diploma,High School diploma,Veterinarian,Pilot,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Mathematics,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Environmental Science,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,3%,2.2%,$30,1,0,0
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Lawyer,Professor,No,No,Yes,No,30,No,,,,,,,,,,,,,4.5%,2.8%,$28,1,0,0
Divorced,Hybrid,3,Sociology,Evening,Bachelor's degree,,High school diploma,Associate's degree,Artist,Chef,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,5%,3%,$26,1,0,0
Single,Online,1,Education,Daytime,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,No,No,Yes,No,23,No,,,,,,,,,,,,,4%,2.5%,$24,1,0,0
Married,In-person,2,History,Evening,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,3.5%,2.2%,$29,1,0,0
Divorced,Hybrid,3,Linguistics,Daytime,Master's degree,,PhD,Master's degree,Scientist,Engineer,No,No,Yes,No,29,No,,,,,,,,,,,,,2.5%,2%,$32,1,0,0
Single,Online,1,Environmental Science,Evening,Bachelor's degree,,PhD,Master's degree,Lawyer,Professor,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,4%,2.3%,$27,1,0,0
Married,In-person,2,Mathematics,Daytime,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,No,No,Yes,No,24,No,,,,,,,,,,,,,5%,2.5%,$23,1,0,0
Divorced,Hybrid,3,Political Science,Evening,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,Yes,Yes,No,Yes,31,Yes,,,,,,,,,,,,,3%,2.2%,$31,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,7%,2.8%,$28,1,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,Lawyer,No,No,Yes,No,26,No,,,,,,,,,,,,,5%,2.5%,$24,1,0,0
Divorced,Hybrid,3,Marketing,Evening,High School diploma,,Bachelor's degree,Associate's degree,Artist,Musician,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,8%,3%,$20,1,0,0
Single,Online,1,Education,Daytime,Associate's degree,,Master's degree,PhD,Professor,Researcher,No,No,Yes,No,21,No,,,,,,,,,,,,,4%,2%,$30,1,0,0
Married,In-person,2,Sociology,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Librarian,Architect,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,6%,2.5%,$26,1,0,0
Divorced,Hybrid,3,History,Daytime,Bachelor's degree,,High School diploma,High School diploma,Writer,Journalist,No,No,Yes,No,23,No,,,,,,,,,,,,,5%,2%,$23,1,0,0
Single,Online,1,Engineering,Evening,Master's degree,,PhD,Master's degree,CEO,Entrepreneur,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,7%,2.8%,$29,1,0,0
Married,In-person,2,Medicine,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Pharmacist,Dentist,No,No,Yes,No,28,No,,,,,,,,,,,,,4%,2.5%,$27,1,0,0
Divorced,Hybrid,3,Environmental Science,Evening,High School diploma,,Bachelor's degree,Associate's degree,Environmentalist,Farmer,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,8%,3%,$21,1,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,1,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,1,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,1,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,2%,5%,$35,1,0,0
Married,In-person,2,Economics,Daytime,PhD,,Associate's degree,Bachelor's degree,Lawyer,Professor,No,No,Yes,No,30,No,,,,,,,,,,,,,1%,6%,$40,1,0,0
Divorced,Hybrid,3,Sociology,Evening,Bachelor's degree,,High School diploma,High School diploma,Artist,Musician,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,2%,7%,$45,1,0,0
Single,Online,1,Education,Daytime,High School diploma,,Bachelor's degree,Master's degree,Psychologist,Social worker,No,No,Yes,No,24,No,,,,,,,,,,,,,3%,8%,$50,1,0,0
Married,In-person,2,Medicine,Evening,Associate's degree,,Master's degree,PhD,Doctor,Surgeon,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,4%,9%,$55,1,0,0
Divorced,Hybrid,3,Engineering,Daytime,Bachelor's degree,,PhD,Master's degree,Engineer,Scientist,No,No,Yes,No,29,No,,,,,,,,,,,,,5%,10%,$60,1,0,0
Single,Online,1,Law,Evening,Master's degree,,Bachelor's degree,Bachelor's degree,Lawyer,Judge,Yes,Yes,No,Yes,31,Yes,,,,,,,,,,,,,6%,11%,$65,1,0,0
Married,In-person,2,Environmental Science,Daytime,PhD,,Associate's degree,Bachelor's degree,Environmentalist,Biologist,No,No,Yes,No,23,No,,,,,,,,,,,,,7%,12%,$70,1,0,0
