Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,3%,0,1,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,6%,3%,2%,0,1,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,7%,4%,1%,0,1,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Lawyer,Engineer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,8%,5%,4%,0,1,0
Married,In-person,2,Education,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Chef,Architect,No,No,Yes,No,28,No,,,,,,,,,,,,,9%,6%,5%,0,1,0
Divorced,Hybrid,3,Economics,Evening,High school diploma,,Bachelor's degree,Master's degree,Scientist,Professor,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,10%,7%,6%,0,1,0
Single,Online,1,Medicine,Daytime,PhD,,Master's degree,PhD,Dentist,Lawyer,No,No,Yes,No,24,No,,,,,,,,,,,,,11%,8%,7%,0,1,0
Married,In-person,2,Engineering,Evening,Bachelor's degree,,High school diploma,Bachelor's degree,Artist,Musician,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,12%,9%,8%,0,1,0
Divorced,Hybrid,3,Sociology,Daytime,Associate's degree,,High school diploma,High school diploma,Librarian,Writer,No,No,Yes,No,34,No,,,,,,,,,,,,,13%,10%,9%,0,1,0
Single,Online,1,Law,Evening,Master's degree,,PhD,Master's degree,Psychologist,Social worker,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,14%,11%,10%,0,1,0
Married,In-person,2,History,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Politician,Diplomat,No,No,Yes,No,27,No,,,,,,,,,,,,,15%,12%,11%,0,1,0
Divorced,Hybrid,3,Environmental Science,Evening,High school diploma,,Bachelor's degree,Master's degree,Environmentalist,Biologist,Yes,Yes,No,Yes,36,Yes,,,,,,,,,,,,,16%,13%,12%,0,1,0
Single,Online,1,Mathematics,Daytime,PhD,,Master's degree,PhD,Researcher,Scientist,No,No,Yes,No,21,No,,,,,,,,,,,,,17%,14%,13%,0,1,0
Married,In-person,2,Physics,Evening,Bachelor's degree,,High school diploma,Bachelor's degree,Astronomer,Pilot,Yes,Yes,No,,,,,,,,,,,,,,,,,,,0,1,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,1,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,1,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,0,1,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,2%,5%,$35,0,1,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Artist,Lawyer,No,No,Yes,No,24,No,,,,,,,,,,,,,1%,6%,$40,0,1,0
Divorced,Hybrid,3,Sociology,Evening,High school diploma,,Bachelor's degree,High school diploma,Chef,Carpenter,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,2%,7%,$45,0,1,0
Single,Online,1,Education,Daytime,Associate's degree,,Master's degree,PhD,Professor,Scientist,No,No,Yes,No,23,No,,,,,,,,,,,,,3%,8%,$50,0,1,0
Married,In-person,2,History,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Librarian,Writer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,4%,9%,$55,0,1,0
Divorced,Hybrid,3,Engineering,Daytime,Bachelor's degree,,High school diploma,High school diploma,Mechanic,Electrician,No,No,Yes,No,29,No,,,,,,,,,,,,,5%,10%,$60,0,1,0
Single,Online,1,Mathematics,Evening,Master's degree,,PhD,Master's degree,Psychologist,Social worker,Yes,Yes,No,Yes,30,Yes,,,,,,,,,,,,,6%,11%,$65,0,1,0
Married,In-person,2,Linguistics,Daytime,Associate's degree,,Master's degree,PhD,Translator,Diplomat,No,No,Yes,No,26,No,,,,,,,,,,,,,7%,12%,$70,0,1,0
Divorced,Hybrid,3,Physics,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Astronomer,Pilot,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,8%,13%,$75,0,1,0
Single,Online,1,Chemistry,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Chemist,Biologist,No,No,Yes,No,29,No,,,,,,,,,,,,,9%,14%,$80,0,1,0
Married,In-person,2,Geography,Evening,Master's degree,,PhD,Master's degree,Geologist,,,,,,,,,,,,,,,,,,,,,,,0,1,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,1,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Engineer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,7%,3%,$25,0,1,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,6%,2.5%,$22,0,1,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Professor,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,4%,1.5%,$30,0,1,0
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Lawyer,Businessman,No,No,Yes,No,28,No,,,,,,,,,,,,,5%,2%,$27,0,1,0
Divorced,Hybrid,3,Sociology,Evening,Bachelor's degree,,High school diploma,High school diploma,Artist,Musician,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,7%,3%,$23,0,1,0
Single,Online,1,Education,Daytime,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Engineer,No,No,Yes,No,24,No,,,,,,,,,,,,,6%,2.5%,$21,0,1,0
Married,In-person,2,History,Evening,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,5%,2%,$26,0,1,0
Divorced,Hybrid,3,Linguistics,Daytime,Master's degree,,PhD,Master's degree,Scientist,Professor,No,No,Yes,No,29,No,,,,,,,,,,,,,4%,1.5%,$28,0,1,0
