Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
Single,Online,1,Education,Daytime,High School Diploma,,Master's Degree,Bachelor's Degree,Teacher,Accountant,No,No,Yes,No,21,No,,,,,,,,,,,,,3%,8%,$50,0,0,0
Married,In-person,2,Sociology,Evening,Associate's Degree,,PhD,High School Diploma,Sociologist,Construction Worker,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,4%,9%,$55,0,0,0
Divorced,Hybrid,3,Communication,Daytime,Bachelor's Degree,,Bachelor's Degree,Master's Degree,Journalist,Engineer,No,No,Yes,No,27,No,,,,,,,,,,,,,5%,10%,$60,0,0,0
Single,Online,1,Marketing,Daytime,High School Diploma,,Associate's Degree,High School Diploma,Marketing Manager,Salesman,No,No,Yes,No,19,No,,,,,,,,,,,,,6%,11%,$65,0,0,0
Married,In-person,2,History,Evening,Bachelor's Degree,,PhD,Master's Degree,Historian,Politician,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,7%,12%,$70,0,0,0
Divorced,Hybrid,3,Art,Daytime,Master's Degree,,Bachelor's Degree,PhD,Artist,Architect,No,No,Yes,No,28,No,,,,,,,,,,,,,8%,13%,$75,0,0,0
Single,Online,1,Music,Daytime,High School Diploma,,Master's Degree,Bachelor's Degree,Musician,Writer,No,No,Yes,No,20,No,,,,,,,,,,,,,9%,14%,$80,0,0,0
Married,In-person,2,Law,Evening,Associate's Degree,,PhD,High School Diploma,Lawyer,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,2%,5%,$35,0,0,0
Married,In-person,2,Economics,Daytime,PhD,,Associate's degree,Bachelor's degree,Lawyer,Professor,No,No,Yes,No,30,No,,,,,,,,,,,,,1%,6%,$40,0,0,0
Divorced,Hybrid,3,Sociology,Evening,Bachelor's degree,,High school diploma,High school diploma,Artist,Musician,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,0%,7%,$45,0,0,0
Single,Online,1,Education,Daytime,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,No,No,Yes,No,24,No,,,,,,,,,,,,,6%,1%,$50,0,0,0
Married,In-person,2,Medicine,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,5%,2%,$55,0,0,0
Divorced,Hybrid,3,Engineering,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,23,No,,,,,,,,,,,,,4%,3%,$60,0,0,0
Single,Online,1,Law,Evening,Bachelor's degree,,Master's degree,PhD,Lawyer,Professor,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,3%,4%,$65,0,0,0
Married,In-person,2,Environmental Science,Daytime,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,No,No,Yes,No,31,No,,,,,,,,,,,,,2%,5%,$70,0,0,0
Divorced,Hybrid,3,History,Evening,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,1%,6%,$75,0,0,0
Single,Online,1,Mathematics,Daytime,Master's degree,,PhD,Master's degree,Scientist,Engineer,No,No,Yes,No,26,No,,,,,,,,,,,,,0%,7%,$80,0,0,0
Married,In-person,2,Art,Evening,Bachelor's degree,,Master's degree,PhD,Artist,Musician,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,3%,2.2%,$28,0,0,0
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Bachelor's degree,Lawyer,Businessman,No,No,Yes,No,30,No,,,,,,,,,,,,,4.5%,2.8%,$30,0,0,0
Divorced,Hybrid,3,Education,Evening,High school diploma,,Associate's degree,Associate's degree,Artist,Musician,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,5.5%,3.2%,$26,0,0,0
Single,Online,1,Medicine,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,26,No,,,,,,,,,,,,,4%,2.5%,$27,0,0,0
Married,In-person,2,Law,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,3.5%,2.2%,$29,0,0,0
Divorced,Hybrid,3,Engineering,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,21,No,,,,,,,,,,,,,6%,2.8%,$23,0,0,0
Single,Online,1,Computer Science,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,3.5%,2.3%,$29,0,0,0
Married,In-person,2,Business Administration,Daytime,PhD,,Bachelor's degree,Bachelor's degree,Lawyer,Businessman,No,No,Yes,No,31,No,,,,,,,,,,,,,4%,2.6%,$31,0,0,0
Divorced,Hybrid,3,Psychology,Evening,High school diploma,,Associate's degree,Associate's degree,Nurse,Police officer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,5.5%,3%,$26,0,0,0
Single,Online,1,Nursing,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,24,No,,,,,,,,,,,,,4%,2.5%,$27,0,0,0
Married,In-person,2,Law,Evening,High school diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,2%,5%,$35,0,0,0
Married,In-person,2,Education,Daytime,PhD,,Associate's degree,Bachelor's degree,Librarian,Professor,No,No,Yes,No,28,No,,,,,,,,,,,,,1%,6%,$40,0,0,0
Divorced,Hybrid,3,Economics,Evening,Bachelor's degree,,High School diploma,High School diploma,Chef,Carpenter,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,2%,7%,$45,0,0,0
Single,Online,1,Sociology,Daytime,High School diploma,,Bachelor's degree,Master's degree,Social worker,Lawyer,No,No,Yes,No,23,No,,,,,,,,,,,,,3%,8%,$50,0,0,0
Married,In-person,2,History,Evening,Associate's degree,,Master's degree,PhD,Artist,Musician,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,4%,9%,$55,0,0,0
Divorced,Hybrid,3,Political Science,Daytime,High School diploma,,Bachelor's degree,Bachelor's degree,Journalist,Editor,No,No,Yes,No,21,No,,,,,,,,,,,,,5%,10%,$60,0,0,0
Single,Online,1,Linguistics,Evening,Master's degree,,PhD,Master's degree,Psychologist,Psychiatrist,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,6%,11%,$65,0,0,0
Married,In-person,2,Environmental Science,Daytime,PhD,,Associate's degree,Bachelor's degree,Biologist,Chemist,No,No,Yes,No,30,No,,,,,,,,,,,,,7%,12%,$70,0,0,0
Divorced,Hybrid,3,Mathematics,Evening,Bachelor's degree,,High School diploma,High School diploma,Mathematician,Statistician,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,8%,13%,$75,0,0,0
Single,Online,1,Anthropology,Daytime,High School diploma,,Bachelor's degree,Master's degree,Archaeologist,Historian,No,No,Yes,No,26,No,,,,,,,,,,,,,9%,14%,$80,0,0,0
Married,In-person,2,Public Health,Evening,Associate's degree,,Master's degree,PhD,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1st,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2nd,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3rd,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,3%,4%,$30,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,3%,0,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,6%,3%,2%,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,4%,1%,4%,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,3%,2%,5%,0,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Artist,Lawyer,No,No,Yes,No,24,No,,,,,,,,,,,,,2%,1%,6%,0,0,0
Divorced,Hybrid,3,Sociology,Evening,High School diploma,,Bachelor's degree,Master's degree,Chef,Pilot,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,1%,3%,7%,0,0,0
Single,Online,1,History,Daytime,Associate's degree,,High School diploma,High School diploma,Librarian,Firefighter,No,No,Yes,No,21,No,,,,,,,,,,,,,7%,2%,8%,0,0,0
Married,In-person,2,Linguistics,Evening,Master's degree,,PhD,Master's degree,Psychologist,Professor,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,8%,3%,9%,0,0,0
Divorced,Hybrid,3,Mathematics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Secretary,Salesman,No,No,Yes,No,23,No,,,,,,,,,,,,,9%,1%,10%,0,0,0
Single,Online,1,Chemistry,Evening,High School diploma,,Bachelor's degree,Master's degree,Dentist,Pharmacist,Yes,Yes,No,Yes,30,Yes,,,,,,,,,,,,,10%,2%,11%,0,0,0
Married,In-person,2,Physics,Daytime,Associate's degree,,High School diploma,Bachelor's degree,Veterinarian,Architect,No,No,Yes,No,29,No,,,,,,,,,,,,,11%,3%,12%,0,0,0
Divorced,Hybrid,3,Environmental Science,Evening,Bachelor's degree,,Master's degree,PhD,Biologist,Geologist,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,12%,1%,13%,0,0,0
Single,Online,1,Art History,Daytime,High School diploma,,Bachelor's degree,Master's degree,Fashion designer,Musician,No,No,Yes,No,33,No,,,,,,,,,,,,,13%,2%,14%,0,0,0
Married,In-person,2,Political Science,Evening,Master's degree,,PhD,Master's degree,Judge,Politician,Yes,Yes,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,6%,2.5%,$22,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,4.5%,2.2%,$23,0,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Artist,Lawyer,No,No,Yes,No,24,No,,,,,,,,,,,,,3.5%,2.8%,$27,0,0,0
Divorced,Hybrid,3,Marketing,Evening,High School diploma,,Bachelor's degree,Master's degree,Chef,Pilot,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,5.5%,2.3%,$24,0,0,0
Single,Online,1,Sociology,Daytime,Associate's degree,,High School diploma,High School diploma,Librarian,Firefighter,No,No,Yes,No,21,No,,,,,,,,,,,,,4%,3%,$26,0,0,0
Married,In-person,2,History,Evening,Master's degree,,PhD,Master's degree,Psychologist,Professor,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,3.5%,2.5%,$28,0,0,0
Divorced,Hybrid,3,Linguistics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Social worker,Architect,No,No,Yes,No,23,No,,,,,,,,,,,,,6%,2.2%,$24,0,0,0
Single,Online,1,Chemistry,Evening,High School diploma,,Bachelor's degree,Master's degree,Pharmacist,Dentist,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,4.5%,2.3%,$26,0,0,0
Married,In-person,2,Physics,Daytime,Associate's degree,,High School diploma,High School diploma,Veterinarian,Pilot,No,No,Yes,No,26,No,,,,,,,,,,,,,3.5%,2.5%,$28,0,0,0
Divorced,Hybrid,3,Mathematics,Evening,Bachelor's degree,,Bachelor's degree,PhD,Lawyer,Engineer,Yes,Yes,No,Yes,24,Yes,,,,,,,,,,,,,5.5%,2.3%,$24,0,0,0
Single,Online,1,Environmental Science,Daytime,Master's degree,,PhD,Master's degree,Biologist,Chemist,No,No,Yes,No,30,No,,,,,,,,,,,,,4.5%,2.3%,$27,0,0,0
Married,In-person,2,Anthropology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,3%,0,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,6%,3%,2%,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,4%,1%,4%,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Lawyer,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,3%,2%,5%,0,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,Architect,No,No,Yes,No,24,No,,,,,,,,,,,,,2%,1%,6%,0,0,0
Divorced,Hybrid,3,Education,Evening,High School diploma,,Bachelor's degree,Associate's degree,Artist,Musician,Yes,Yes,No,Yes,30,Yes,,,,,,,,,,,,,1%,3%,7%,0,0,0
Single,Online,1,Medicine,Daytime,PhD,,Master's degree,PhD,Scientist,Professor,No,No,Yes,No,26,No,,,,,,,,,,,,,7%,2%,8%,0,0,0
Married,In-person,2,Law,Evening,Bachelor's degree,,Associate's degree,Bachelor's degree,Librarian,Writer,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,8%,1%,9%,0,0,0
Divorced,Hybrid,3,Sociology,Daytime,High School diploma,,PhD,Master's degree,Psychologist,Social worker,No,No,Yes,No,23,No,,,,,,,,,,,,,9%,3%,10%,0,0,0
Single,Online,1,Engineering,Evening,Master's degree,,Bachelor's degree,Bachelor's degree,Dentist,Pharmacist,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,10%,2%,11%,0,0,0
Married,In-person,2,Environmental Science,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Veterinarian,Pilot,No,No,Yes,No,21,No,,,,,,,,,,,,,11%,1%,12%,0,0,0
Divorced,Hybrid,3,History,Evening,High School diploma,,Master's degree,Associate's degree,Archaeologist,Historian,Yes,Yes,No,Yes,31,Yes,,,,,,,,,,,,,12%,3%,13%,0,0,0
Single,Online,1,Mathematics,Daytime,PhD,,PhD,Master's degree,Researcher,Economist,No,No,Yes,No,29,No,,,,,,,,,,,,,13%,2%,14%,0,0,0
Married,In-person,2,Physics,Evening,Bachelor's degree,,Associate's degree,Bachelor's degree,Astronomer,Geologist,Yes,Yes,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,2%,5%,$35,0,0,0
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Chef,Lawyer,No,No,Yes,No,24,No,,,,,,,,,,,,,1%,6%,$40,0,0,0
Divorced,Hybrid,3,Education,Evening,High school diploma,,Bachelor's degree,Associate's degree,Artist,Musician,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,4%,7%,$45,0,0,0
Single,Online,1,Medicine,Daytime,PhD,,Master's degree,PhD,Doctor,Professor,No,No,Yes,No,30,No,,,,,,,,,,,,,3%,8%,$50,0,0,0
Married,In-person,2,Law,Evening,Bachelor's degree,,PhD,Master's degree,Lawyer,Judge,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,2%,9%,$55,0,0,0
Divorced,Hybrid,3,Sociology,Daytime,Associate's degree,,High school diploma,High school diploma,Social worker,Firefighter,No,No,Yes,No,23,No,,,,,,,,,,,,,1%,10%,$60,0,0,0
Single,Online,1,Engineering,Evening,Master's degree,,Bachelor's degree,Bachelor's degree,Architect,Real estate agent,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,4%,11%,$65,0,0,0
Married,In-person,2,Environmental Science,Daytime,Bachelor's degree,,High school diploma,Bachelor's degree,Farmer,Veterinarian,No,No,Yes,No,26,No,,,,,,,,,,,,,3%,12%,$70,0,0,0
Divorced,Hybrid,3,History,Evening,High school diploma,,Bachelor's degree,Associate's degree,Librarian,Writer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,2%,13%,$75,0,0,0
Single,Online,1,Mathematics,Daytime,PhD,,Master's degree,PhD,Mathematician,Physicist,No,No,Yes,No,31,No,,,,,,,,,,,,,1%,14%,$80,0,0,0
Married,In-person,2,Art,Evening,Bachelor's degree,,PhD,Master's degree,Dancer,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,3%,4%,$30,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,2%,5%,$35,0,0,0
Married,In-person,2,Economics,Daytime,PhD,,Associate's degree,Bachelor's degree,Lawyer,Professor,No,No,Yes,No,30,No,,,,,,,,,,,,,1%,6%,$40,0,0,0
Divorced,Hybrid,3,Education,Evening,Bachelor's degree,,High school diploma,High school diploma,Artist,Musician,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,4%,3%,$45,0,0,0
Single,Online,1,Sociology,Daytime,High school diploma,,Bachelor's degree,Master's degree,Chef,Architect,No,No,Yes,No,24,No,,,,,,,,,,,,,3%,4%,$50,0,0,0
Married,In-person,2,History,Evening,Associate's degree,,Master's degree,PhD,Psychologist,Social worker,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,2%,5%,$55,0,0,0
Divorced,Hybrid,3,Linguistics,Daytime,High school diploma,,PhD,Bachelor's degree,Researcher,Programmer,No,No,Yes,No,23,No,,,,,,,,,,,,,4%,3%,$60,0,0,0
Single,Online,1,Environmental Science,Evening,Bachelor's degree,,Master's degree,PhD,Biologist,Chemist,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,1%,6%,$65,0,0,0
Married,In-person,2,Mathematics,Daytime,PhD,,Associate's degree,Bachelor's degree,Economist,Banker,No,No,Yes,No,31,No,,,,,,,,,,,,,2%,5%,$70,0,0,0
Divorced,Hybrid,3,Political Science,Evening,Bachelor's degree,,High school diploma,High school diploma,Librarian,Writer,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,4%,3%,$75,0,0,0
Single,Online,1,Public Health,Daytime,High school diploma,,Bachelor's degree,Master's degree,Social worker,Psychologist,No,No,Yes,No,25,No,,,,,,,,,,,,,3%,4%,$80,0,0,0
Married,In-person,2,Communication,Evening,Associate's degree,,Master's degree,PhD,Journalist,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,2.5%,0,0,0
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Engineer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,4%,3%,3%,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,6%,2.5%,2.8%,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Lawyer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,4.5%,2.8%,3.2%,0,0,0
Married,In-person,2,Engineering,Daytime,PhD,,Associate's degree,Bachelor's degree,Artist,Architect,No,No,Yes,No,27,No,,,,,,,,,,,,,3.5%,3.2%,3.5%,0,0,0
Divorced,Hybrid,3,Economics,Evening,Bachelor's degree,,High School diploma,High School diploma,Chef,Carpenter,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,5.5%,2.7%,3.0%,0,0,0
Single,Online,1,Medicine,Daytime,High School diploma,,Bachelor's degree,Master's degree,Dentist,Pharmacist,No,No,Yes,No,24,No,,,,,,,,,,,,,4%,3%,3.3%,0,0,0
Married,In-person,2,Law,Evening,Associate's degree,,Master's degree,PhD,Psychologist,Professor,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,3.5%,3.2%,3.5%,0,0,0
Divorced,Hybrid,3,Sociology,Daytime,PhD,,High School diploma,Bachelor's degree,Social worker,Firefighter,No,No,Yes,No,31,No,,,,,,,,,,,,,6%,2.5%,2.8%,0,0,0
Single,Online,1,Education,Evening,Bachelor's degree,,PhD,Master's degree,Librarian,Accountant,Yes,Yes,No,Yes,23,Yes,,,,,,,,,,,,,4.5%,2.8%,3.2%,0,0,0
Married,In-person,2,Art,Daytime,High School diploma,,Associate's degree,Bachelor's degree,Musician,Dancer,No,No,Yes,No,26,No,,,,,,,,,,,,,3.5%,3.2%,3.5%,0,0,0
Divorced,Hybrid,3,Communication,Evening,Master's degree,,Bachelor's degree,Bachelor's degree,Journalist,Editor,Yes,Yes,No,Yes,33,Yes,,,,,,,,,,,,,5.5%,2.7%,3.0%,0,0,0
Single,Online,1,Environmental Science,Daytime,PhD,,High School diploma,Master's degree,Biologist,Geologist,No,No,Yes,No,21,No,,,,,,,,,,,,,4%,3%,3.3%,0,0,0
Married,In-person,2,History,Evening,Bachelor's,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,$20,0,0,0
Married,In-person,2,Business Administration,Evening,High school diploma,,Bachelor's degree,Bachelor's degree,Teacher,Lawyer,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,7%,3%,$25,0,0,0
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High school diploma,High school diploma,Nurse,Police officer,No,No,Yes,No,30,No,,,,,,,,,,,,,6%,2.5%,$22,0,0,0
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Scientist,Engineer,Yes,Yes,No,Yes,22,Yes,,,,,,,,,,,,,8%,3.5%,$28,0,0,0
Married,In-person,2,Economics,Daytime,PhD,,Bachelor's degree,Master's degree,Artist,Architect,No,No,Yes,No,27,No,,,,,,,,,,,,,7%,2.8%,$24,0,0,0
Divorced,Hybrid,3,Sociology,Evening,High school diploma,,Associate's degree,Associate's degree,Chef,Carpenter,Yes,Yes,No,Yes,32,Yes,,,,,,,,,,,,,6%,2.3%,$23,0,0,0
Single,Online,1,Education,Daytime,Bachelor's degree,,High school diploma,High school diploma,Librarian,Firefighter,No,No,Yes,No,24,No,,,,,,,,,,,,,5%,2.2%,$21,0,0,0
Married,In-person,2,Medicine,Evening,Master's degree,,PhD,Master's degree,Dentist,Veterinarian,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,9%,3.8%,$30,0,0,0
Divorced,Hybrid,3,History,Daytime,Associate's degree,,Bachelor's degree,Bachelor's degree,Journalist,Pilot,No,No,Yes,No,31,No,,,,,,,,,,,,,7%,2.6%,$26,0,0,0
